"indulo_keszlet","cikkszam","megnevezes","szin","osztaly","meret"
2,15503,"Pulóver","fehér",2,"M"
1,15503,"Pulóver","fehér",2,"XS"
3,15506,"Ruha","fehér",1,"M"
2,15506,"Ruha","fehér",1,"S"
2,15506,"Ruha","fehér",1,"XS"
1,15506,"Ruha","fehér",2,"L"
1,15506,"Ruha","fehér",2,"M"
1,15506,"Ruha","fehér",2,"S"
1,15506,"Ruha","fehér",2,"XL"
1,15506,"Ruha","sárga",1,"S"
2,15506,"Ruha","sárga",1,"XL"
1,15506,"Ruha","sárga",1,"XS"
1,15506,"Ruha","sárga",2,"M"
2,15507,"Top","fehér",1,"L"
2,15507,"Top","fehér",1,"M"
2,15507,"Top","fehér",1,"S"
1,15507,"Top","fehér",2,"M"
2,15507,"Top","sárga",1,"L"
2,15507,"Top","sárga",1,"XL"
1,15507,"Top","sárga",2,"S"
1,15508,"Szoknya","fehér",1,"L"
4,15508,"Szoknya","fehér",1,"M"
4,15508,"Szoknya","fehér",1,"S"
1,15508,"Szoknya","fehér",1,"XL"
1,15508,"Szoknya","fehér",1,"XS"
1,15508,"Szoknya","fehér",2,"XS"
1,15508,"Szoknya","sárga",1,"M"
1,15508,"Szoknya","sárga",1,"S"
2,15508,"Szoknya","sárga",1,"XL"
1,15508,"Szoknya","sárga",1,"XS"
1,15509,"Pulóver","piros",1,"XS"
1,15510,"Szoknya","piros",1,"M"
1,15515,"Ruha","mustár",1,"L"
3,15515,"Ruha","mustár",1,"M"
4,15515,"Ruha","mustár",1,"S"
2,15515,"Ruha","mustár",1,"XL"
4,15515,"Ruha","mustár",1,"XS"
1,15515,"Ruha","sárga/barna/beige",1,"M"
26,15550,"F.Pulóver","kék",1,"2XL"
36,15550,"F.Pulóver","kék",1,"3XL"
17,15550,"F.Pulóver","kék",1,"L"
7,15550,"F.Pulóver","kék",1,"M"
27,15550,"F.Pulóver","kék",1,"XL"
1,15550,"Pulóver","barna/narancs",1,"L"
5,15550,"Pulóver","barna/narancs",1,"M"
1,15550,"Pulóver","barna/narancs",1,"S"
1,15550,"Pulóver","barna/zöld",1,"3XL"
1,15550,"Pulóver","barna/zöld",1,"L"
1,15550,"Pulóver","barna/zöld",1,"M"
1,15550,"Pulóver","barna/zöld",1,"S"
1,15550,"Pulóver","k.kék/v.kék",1,"L"
1,15550,"Pulóver","k.kék/v.kék",1,"M"
1,15550,"Pulóver","k.kék/v.kék",1,"XL"
1,15550,"Pulóver","szürke/kék",1,"2XL"
1,15550,"Pulóver","szürke/kék",1,"3XL"
1,15550,"Pulóver","szürke/kék",1,"L"
1,15550,"Pulóver","szürke/kék",1,"M"
1,15550,"Pulóver","szürke/kék",1,"S"
34,15551,"F.Pulóver","kék",1,"2XL"
13,15551,"F.Pulóver","kék",1,"3XL"
18,15551,"F.Pulóver","kék",1,"L"
9,15551,"F.Pulóver","kék",1,"M"
29,15551,"F.Pulóver","kék",1,"XL"
1,15551,"Pulóver","barna/narancs",1,"3XL"
1,15551,"Pulóver","barna/narancs",1,"L"
2,15551,"Pulóver","barna/narancs",1,"M"
1,15551,"Pulóver","barna/narancs",1,"S"
1,15551,"Pulóver","barna/zöld",1,"3XL"
4,15551,"Pulóver","barna/zöld",1,"L"
1,15551,"Pulóver","barna/zöld",1,"M"
1,15551,"Pulóver","barna/zöld",1,"S"
1,15551,"Pulóver","szürke/kék",1,"2XL"
1,15551,"Pulóver","szürke/kék",1,"3XL"
2,15551,"Pulóver","szürke/kék",1,"L"
2,15551,"Pulóver","szürke/kék",1,"M"
1,15551,"Pulóver","szürke/kék",1,"S"
1,15551,"Pulóver","szürke/kék",1,"XL"
7,15552,"Pulóver","bordó",1,"L"
7,15552,"Pulóver","bordó",1,"M"
6,15552,"Pulóver","bordó",1,"XL"
1,15554,"Pulóver","bordó",2,"S"
5,15563,"N.Pulóver","antra",1,"S"
6,15563,"N.Pulóver","bordó",1,"2XL"
8,15563,"N.Pulóver","bordó",1,"3XL"
5,15563,"N.Pulóver","bordó",1,"L"
3,15563,"N.Pulóver","bordó",1,"M"
5,15563,"N.Pulóver","bordó",1,"S"
8,15563,"N.Pulóver","bordó",1,"XL"
5,15563,"N.Pulóver","k.kék",1,"2XL"
10,15563,"N.Pulóver","k.kék",1,"3XL"
8,15563,"N.Pulóver","k.kék",1,"L"
8,15563,"N.Pulóver","k.kék",1,"M"
8,15563,"N.Pulóver","k.kék",1,"S"
8,15563,"N.Pulóver","k.kék",1,"XL"
4,15563,"N.Pulóver","narancs",1,"2XL"
4,15563,"N.Pulóver","narancs",1,"3XL"
4,15563,"N.Pulóver","narancs",1,"L"
2,15563,"N.Pulóver","narancs",1,"XL"
1,15563,"N.Pulóver","piros",1,"L"
9,15563,"N.Pulóver","piros",1,"M"
8,15563,"N.Pulóver","s.kék",1,"2XL"
10,15563,"N.Pulóver","s.kék",1,"3XL"
10,15563,"N.Pulóver","s.kék",1,"L"
8,15563,"N.Pulóver","s.kék",1,"M"
3,15563,"N.Pulóver","s.kék",1,"S"
10,15563,"N.Pulóver","s.kék",1,"XL"
5,15563,"N.Pulóver","v.barna",1,"2XL"
8,15563,"N.Pulóver","v.barna",1,"3XL"
6,15563,"N.Pulóver","v.barna",1,"L"
3,15563,"N.Pulóver","v.barna",1,"M"
4,15563,"N.Pulóver","v.barna",1,"S"
5,15563,"N.Pulóver","v.barna",1,"XL"
8,15563,"N.Pulóver","v.kék",1,"2XL"
9,15563,"N.Pulóver","v.kék",1,"3XL"
10,15563,"N.Pulóver","v.kék",1,"L"
10,15563,"N.Pulóver","v.kék",1,"M"
8,15563,"N.Pulóver","v.kék",1,"S"
12,15563,"N.Pulóver","v.kék",1,"XL"
8,15563,"N.Pulóver","v.szürke",1,"2XL"
7,15563,"N.Pulóver","v.szürke",1,"3XL"
8,15563,"N.Pulóver","v.szürke",1,"L"
8,15563,"N.Pulóver","v.szürke",1,"M"
10,15563,"N.Pulóver","v.szürke",1,"S"
8,15563,"N.Pulóver","v.szürke",1,"XL"
5,15563,"N.Pulóver","zöld",1,"2XL"
6,15563,"N.Pulóver","zöld",1,"3XL"
12,15563,"N.Pulóver","zöld",1,"L"
9,15563,"N.Pulóver","zöld",1,"M"
4,15563,"N.Pulóver","zöld",1,"XL"
7,15563,"Pulóver","antracit",1,"3XL"
6,15563,"Pulóver","antracit",1,"L"
6,15563,"Pulóver","antracit",1,"XL"
4,15563,"Pulóver","bordó",1,"3XL"
1,15563,"Pulóver","bordó",1,"M"
1,15563,"Pulóver","k.kék",1,"2XL"
1,15563,"Pulóver","k.kék",1,"3XL"
3,15563,"Pulóver","k.kék",1,"L"
1,15563,"Pulóver","k.kék",1,"M"
2,15563,"Pulóver","k.kék",1,"XL"
2,15563,"Pulóver","k.szürke",1,"L"
1,15563,"Pulóver","k.szürke",1,"S"
1,15563,"Pulóver","mogyoró",2,"M"
1,15563,"Pulóver","s.barna",1,"2XL"
1,15563,"Pulóver","s.barna",1,"3XL"
8,15563,"Pulóver","s.barna",1,"L"
9,15563,"Pulóver","s.barna",1,"M"
2,15563,"Pulóver","s.barna",1,"S"
1,15563,"Pulóver","s.barna",1,"XL"
2,15563,"Pulóver","s.barna",1,"XS"
1,15563,"Pulóver","s.barna",2,"S"
3,15563,"Pulóver","v.szürke",1,"XS"
4,15564,"Pulóver","s.kék",1,"2XL"
4,15564,"Pulóver","s.kék",1,"3XL"
4,15564,"Pulóver","s.kék",1,"L"
5,15564,"Pulóver","s.kék",1,"M"
5,15564,"Pulóver","s.kék",1,"S"
9,15564,"Pulóver","s.kék",1,"XL"
3,15564,"Pulóver","v.szürke",1,"2XL"
3,15564,"Pulóver","v.szürke",1,"3XL"
2,15564,"Pulóver","v.szürke",1,"M"
2,15564,"Pulóver","v.szürke",1,"S"
3,15564,"Pulóver","v.szürke",1,"XL"
7,15565,"Sál","antra",1,"egy méret"
21,15565,"Sál","antracit",1,"egy méret"
20,15565,"Sál","k.kék",1,"egy méret"
3,15565,"Sál","mogyoró",1,"egy méret"
26,15565,"Sál","piros",1,"egy méret"
17,15565,"Sál","s.barna",1,"egy méret"
9,15565,"Sál","s.kék",1,"egy méret"
8,15565,"Sál","v.kék",1,"egy méret"
2,15566,"Pulóver","szürke",1,"2XL"
3,15566,"Pulóver","szürke",1,"3XL"
3,15566,"Pulóver","szürke",1,"L"
9,15566,"Pulóver","szürke",1,"M"
3,15566,"Pulóver","szürke",1,"S"
10,15566,"Pulóver","szürke",1,"XL"
6,15567,"Mellény","s.kék",1,"L"
4,15567,"Mellény","s.kék",1,"M"
1,15567,"Mellény","s.kék",1,"XL"
4,15567,"Mellény","szürke",1,"L"
7,15568,"Garbó","barna",1,"3XL"
2,15568,"Garbó","barna",1,"L"
5,15568,"Garbó","barna",1,"M"
7,15568,"Garbó","barna",1,"S"
4,15568,"Garbó","barna",1,"XL"
7,15568,"Garbó","barna",1,"XS"
10,15568,"Garbó","fekete",1,"2XL"
15,15568,"Garbó","fekete",1,"3XL"
13,15568,"Garbó","fekete",1,"L"
9,15568,"Garbó","fekete",1,"M"
8,15568,"Garbó","fekete",1,"S"
12,15568,"Garbó","fekete",1,"XL"
6,15568,"Garbó","fekete",1,"XS"
1,15568,"Garbó","fekete",2,"M"
5,15568,"Garbó","k.kék (antra)",1,"2XL"
6,15568,"Garbó","k.kék (antra)",1,"3XL"
2,15568,"Garbó","k.kék (antra)",1,"L"
8,15568,"Garbó","k.kék (antra)",1,"M"
11,15568,"Garbó","k.kék (antra)",1,"S"
7,15568,"Garbó","k.kék (antra)",1,"XS"
5,15568,"Garbó","s.kék",1,"2XL"
12,15568,"Garbó","s.kék",1,"3XL"
15,15568,"Garbó","s.kék",1,"L"
15,15568,"Garbó","s.kék",1,"M"
8,15568,"Garbó","s.kék",1,"S"
18,15568,"Garbó","s.kék",1,"XL"
6,15568,"Garbó","s.szürke",1,"2XL"
3,15568,"Garbó","s.szürke",1,"3XL"
5,15568,"Garbó","s.szürke",1,"L"
9,15568,"Garbó","s.szürke",1,"M"
2,15568,"Garbó","s.szürke",1,"S"
9,15568,"Garbó","s.szürke",1,"XL"
4,15568,"Garbó","v.kék (farmer)",1,"2XL"
7,15568,"Garbó","v.kék (farmer)",1,"3XL"
3,15568,"Garbó","v.kék (farmer)",1,"L"
7,15568,"Garbó","v.kék (farmer)",1,"M"
7,15568,"Garbó","v.kék (farmer)",1,"S"
7,15568,"Garbó","v.kék (farmer)",1,"XL"
7,15568,"Garbó","v.kék (farmer)",1,"XS"
2,15568,"Garbó","zöld",1,"3XL"
1,15568,"Garbó","zöld",1,"L"
5,15568,"Garbó","zöld",1,"M"
5,15568,"Garbó","zöld",1,"XL"
8,15569,"Garbó","antra",1,"XL"
4,15569,"Garbó","f.kék",1,"2XL"
4,15569,"Garbó","f.kék",1,"3XL"
4,15569,"Garbó","f.kék",1,"L"
4,15569,"Garbó","f.kék",1,"M"
4,15569,"Garbó","f.kék",1,"S"
4,15569,"Garbó","f.kék",1,"XL"
4,15569,"Garbó","f.kék",1,"XS"
1,15569,"Garbó","fekete",1,"2XL"
4,15569,"Garbó","fekete",1,"3XL"
3,15569,"Garbó","fekete",1,"M"
5,15569,"Garbó","fekete",1,"S"
4,15569,"Garbó","fekete",1,"XL"
2,15569,"Garbó","fekete",1,"XS"
5,15569,"Garbó","k.kék",1,"2XL"
5,15569,"Garbó","k.kék",1,"3XL"
4,15569,"Garbó","k.kék",1,"L"
7,15569,"Garbó","k.kék",1,"M"
5,15569,"Garbó","k.kék",1,"S"
7,15569,"Garbó","k.kék",1,"XL"
5,15569,"Garbó","k.kék",1,"XS"
1,15569,"Garbó","k.kék",2,"XL"
1,15569,"Garbó","narancs",1,"2XL"
1,15569,"Garbó","narancs",1,"S"
1,15569,"Garbó","narancs",1,"XL"
1,15569,"Garbó","narancs",1,"XS"
5,15569,"Garbó","piros",1,"2XL"
4,15569,"Garbó","piros",1,"3XL"
1,15569,"Garbó","piros",1,"L"
2,15569,"Garbó","piros",1,"M"
2,15569,"Garbó","piros",1,"S"
4,15569,"Garbó","piros",1,"XL"
3,15569,"Garbó","piros",1,"XS"
1,15569,"Garbó","piros",2,"L"
1,15569,"Garbó","piros",2,"S"
2,15569,"Garbó","s.kék",1,"2XL"
2,15569,"Garbó","s.kék",1,"3XL"
3,15569,"Garbó","s.kék",1,"L"
3,15569,"Garbó","s.kék",1,"M"
3,15569,"Garbó","s.kék",1,"S"
1,15569,"Garbó","s.kék",1,"XL"
9,15569,"Garbó","s.kék",1,"XS"
1,15569,"Garbó","s.kék",2,"2XL"
1,15569,"Garbó","s.kék",2,"3XL"
1,15569,"Garbó","s.lila",1,"2XL"
1,15569,"Garbó","s.lila",1,"M"
1,15569,"Garbó","s.lila",1,"S"
1,15569,"Garbó","s.lila",1,"XL"
3,15569,"Garbó","s.lila",1,"XS"
7,15569,"Garbó","sárga",1,"2XL"
4,15569,"Garbó","sárga",1,"3XL"
4,15569,"Garbó","sárga",1,"L"
2,15569,"Garbó","sárga",1,"S"
2,15569,"Garbó","sárga",1,"XL"
4,15569,"Garbó","sárga",1,"XS"
1,15569,"Garbó","v.kék",1,"3XL"
1,15569,"Garbó","v.kék",1,"XS"
1,15569,"Garbó","v.lila",1,"3XL"
1,15569,"Garbó","v.lila",1,"L"
1,15569,"Garbó","v.lila",1,"S"
1,15569,"Garbó","v.lila",1,"XS"
20,15580,"Sál","PICK",1,"egy méret"
7,15596,"Mellény","barna",1,"2XL"
14,15596,"Mellény","barna",1,"3XL"
8,15596,"Mellény","barna",1,"L"
4,15596,"Mellény","barna",1,"M"
10,15596,"Mellény","barna",1,"S"
19,15596,"Mellény","barna",1,"XL"
19,15596,"Mellény","bordó",1,"2XL"
19,15596,"Mellény","bordó",1,"3XL"
17,15596,"Mellény","bordó",1,"L"
20,15596,"Mellény","bordó",1,"M"
11,15596,"Mellény","bordó",1,"S"
14,15596,"Mellény","bordó",1,"XL"
1,15596,"Mellény","f.kék",1,"2XL"
2,15596,"Mellény","f.kék",1,"M"
1,15596,"Mellény","f.kék",1,"S"
1,15596,"Mellény","f.kék",1,"XL"
24,15596,"Mellény","fekete",1,"2XL"
5,15596,"Mellény","fekete",1,"3XL"
35,15596,"Mellény","fekete",1,"L"
11,15596,"Mellény","fekete",1,"M"
1,15596,"Mellény","fekete",1,"S"
38,15596,"Mellény","fekete",1,"XL"
5,15596,"Mellény","fekete",1,"XS"
11,15596,"Mellény","k.kék",1,"2XL"
16,15596,"Mellény","k.kék",1,"3XL"
5,15596,"Mellény","k.kék",1,"M"
12,15596,"Mellény","k.kék",1,"XL"
27,15596,"Mellény","s.kék",1,"2XL"
12,15596,"Mellény","s.kék",1,"3XL"
3,15596,"Mellény","s.kék",1,"L"
10,15596,"Mellény","s.kék",1,"M"
19,15596,"Mellény","s.kék",1,"S"
17,15596,"Mellény","s.kék",1,"XL"
10,15596,"Mellény","szürke",1,"2XL"
33,15596,"Mellény","szürke",1,"L"
8,15596,"Mellény","szürke",1,"M"
32,15596,"Mellény","szürke",1,"XL"
3,15596,"Mellény","v.kék",1,"2XL"
14,15596,"Mellény","v.kék",1,"L"
7,15596,"Mellény","v.kék",1,"M"
13,15596,"Mellény","v.kék",1,"S"
1,15596,"Mellény","v.kék",1,"XL"
21,15597,"Pulóver","s.kék",1,"2XL"
4,15597,"Pulóver","s.kék",1,"3XL"
47,15597,"Pulóver","s.kék",1,"L"
22,15597,"Pulóver","s.kék",1,"M"
1,15597,"Pulóver","s.kék",1,"S"
48,15597,"Pulóver","s.kék",1,"XL"
1,15597,"Pulóver","s.kék",2,"L"
1,15597,"Pulóver","s.kék",2,"S"
19,15597,"Pulóver","szürke",1,"2XL"
4,15597,"Pulóver","szürke",1,"3XL"
46,15597,"Pulóver","szürke",1,"L"
18,15597,"Pulóver","szürke",1,"M"
4,15597,"Pulóver","szürke",1,"S"
48,15597,"Pulóver","szürke",1,"XL"
28,15598,"Gy.pulóver","s.kék",1,12
19,15598,"Gy.pulóver","s.kék",1,14
37,15598,"Gy.pulóver","s.kék",1,16
17,15598,"Gy.pulóver","s.kék",1,8
1,15598,"Gy.pulóver","s.kék",2,14
1,15598,"Gy.pulóver","s.kék",2,16
27,15599,"Pulóver","s.kék",1,"2XL"
75,15599,"Pulóver","s.kék",1,"L"
22,15599,"Pulóver","s.kék",1,"M"
8,15599,"Pulóver","s.kék",1,"S"
52,15599,"Pulóver","s.kék",1,"XL"
3,15599,"Pulóver","s.kék",2,"L"
5,15599,"Pulóver","s.kék",2,"XL"
1,15633,"Ruha"," ",1,"L"
1,15633,"Ruha","barna/narancs",1,"M"
1,15633,"Ruha","barna/narancs",1,"XL"
1,15633,"Ruha","barna/narancs",1,"XS"
1,15633,"Ruha","barna/sárga",2,"S"
1,15633,"Ruha","fekete/piros",1,"M"
4,15633,"Ruha","kék/piros",1,"2XL"
10,15633,"Ruha","kék/piros",1,"L"
17,15633,"Ruha","kék/piros",1,"M"
13,15633,"Ruha","kék/piros",1,"S"
22,15633,"Ruha","kék/piros",1,"XL"
1,15633,"Ruha","kék/piros",2,"L"
1,15633,"Ruha","kék/piros",2,"XL"
19,15633,"Ruha","szürke/bordó",1,"2XL"
40,15633,"Ruha","szürke/bordó",1,"L"
35,15633,"Ruha","szürke/bordó",1,"M"
5,15633,"Ruha","szürke/bordó",1,"S"
21,15633,"Ruha","szürke/bordó",1,"XL"
5,15633,"Ruha","szürke/bordó",1,"XS"
1,15633,"Ruha","szürke/bordó",2,"L"
2,15633,"Ruha","szürke/piros",1,"2XL"
4,15633,"Ruha","szürke/piros",1,"L"
3,15633,"Ruha","szürke/piros",1,"M"
2,15633,"Ruha","szürke/piros",1,"S"
7,15634,"Tunika","f.kék",1,"3XL"
4,15634,"Tunika","f.kék",1,"L"
5,15634,"Tunika","f.kék",1,"M"
7,15634,"Tunika","f.kék",1,"S"
5,15634,"Tunika","f.kék",1,"XL"
7,15634,"Tunika","f.kék",1,"XS"
1,15634,"Tunika","f.kék",2,"L"
3,15634,"Tunika","fekete",1,"2XL"
3,15634,"Tunika","fekete",1,"3XL"
5,15634,"Tunika","fekete",1,"L"
6,15634,"Tunika","fekete",1,"M"
7,15634,"Tunika","fekete",1,"S"
3,15634,"Tunika","fekete",1,"XL"
7,15634,"Tunika","fekete",1,"XS"
10,15634,"Tunika","k.kék",1,"2XL"
10,15634,"Tunika","k.kék",1,"3XL"
10,15634,"Tunika","k.kék",1,"XS"
1,15634,"Tunika","piros",1,"2XL"
1,15634,"Tunika","piros",1,"3XL"
1,15634,"Tunika","piros",1,"M"
1,15634,"Tunika","piros",1,"S"
1,15634,"Tunika","piros",1,"XL"
1,15634,"Tunika","piros",1,"XS"
4,15634,"Tunika","s.kék (f)",1,"2XL"
3,15634,"Tunika","s.kék (f)",1,"3XL"
5,15634,"Tunika","s.kék (f)",1,"L"
3,15634,"Tunika","s.kék (f)",1,"M"
9,15634,"Tunika","s.kék (f)",1,"S"
5,15634,"Tunika","s.kék (f)",1,"XL"
6,15634,"Tunika","s.kék (f)",1,"XS"
1,15634,"Tunika","s.kék",2,"M"
1,15634,"Tunika","sárga",1,"2XL"
1,15634,"Tunika","sárga",1,"3XL"
1,15634,"Tunika","sárga",1,"L"
1,15634,"Tunika","sárga",1,"M"
1,15634,"Tunika","sárga",1,"S"
1,15634,"Tunika","sárga",1,"XL"
1,15634,"Tunika","sárga",1,"XS"
3,15635,"Pulóver","k.kék",1,"M"
5,15636,"Szoknya","barna",1,"L"
6,15636,"Szoknya","barna",1,"M"
5,15636,"Szoknya","barna",1,"S"
6,15636,"Szoknya","barna",1,"XL"
1,15636,"Szoknya","barna",2,"S"
8,15636,"Szoknya","bordó",1,"L"
8,15636,"Szoknya","bordó",1,"M"
8,15636,"Szoknya","bordó",1,"S"
10,15636,"Szoknya","bordó",1,"XL"
19,15636,"Szoknya","fekete",1,"L"
29,15636,"Szoknya","fekete",1,"M"
16,15636,"Szoknya","fekete",1,"S"
8,15636,"Szoknya","fekete",1,"XS"
1,15636,"Szoknya","fekete",2,"L"
8,15636,"Szoknya","lila",1,"L"
7,15636,"Szoknya","lila",1,"M"
8,15636,"Szoknya","lila",1,"S"
6,15636,"Szoknya","lila",1,"XL"
6,15636,"Szoknya","piros",1,"L"
9,15636,"Szoknya","piros",1,"M"
10,15636,"Szoknya","piros",1,"S"
8,15636,"Szoknya","piros",1,"XL"
7,15636,"Szoknya","piros",1,"XS"
1,15636,"Szoknya","s.kék (f)",2,"XS"
8,15636,"Szoknya","s.kék",1,"L"
10,15636,"Szoknya","s.kék",1,"M"
7,15636,"Szoknya","s.kék",1,"S"
10,15636,"Szoknya","s.kék",1,"XL"
7,15636,"Szoknya","s.kék",1,"XS"
4,15636,"Szoknya","s.zöld",1,"L"
3,15636,"Szoknya","s.zöld",1,"M"
4,15636,"Szoknya","s.zöld",1,"S"
4,15636,"Szoknya","s.zöld",1,"XL"
5,15636,"Szoknya","sárga",1,"L"
5,15636,"Szoknya","sárga",1,"M"
7,15636,"Szoknya","sárga",1,"S"
7,15636,"Szoknya","sárga",1,"XL"
1,15636,"Szoknya","sárga",2,"M"
10,15636,"Szoknya","szürke",1,"L"
9,15636,"Szoknya","szürke",1,"M"
6,15636,"Szoknya","szürke",1,"S"
6,15636,"Szoknya","szürke",1,"XL"
9,15636,"Szoknya","szürke",1,"XS"
1,15636,"Szoknya","szürke",2,"S"
9,15636,"Szoknya","v.kék",1,"L"
9,15636,"Szoknya","v.kék",1,"M"
9,15636,"Szoknya","v.kék",1,"S"
9,15636,"Szoknya","v.kék",1,"XL"
8,15636,"Szoknya","v.kék",1,"XS"
1,15636,"Szoknya","zöld",2,"S"
1,15638,"Szoknya","f.kék/antra",1,"L"
4,15638,"Szoknya","f.kék/v.kék",1,"L"
4,15638,"Szoknya","f.kék/v.kék",1,"M"
4,15638,"Szoknya","f.kék/v.kék",1,"S"
9,15638,"Szoknya","f.kék/v.kék",1,"XL"
4,15638,"Szoknya","fekete/piros",1,"3XL"
1,15638,"Szoknya","fekete/piros",1,"S"
5,15638,"Szoknya","fekete/piros",1,"XL"
13,15638,"Szoknya","fekete/sárga",1,"L"
4,15638,"Szoknya","fekete/sárga",1,"M"
1,15638,"Szoknya","fekete/sárga",1,"S"
4,15638,"Szoknya","k.kék/fekete",1,"L"
4,15638,"Szoknya","k.kék/fekete",1,"M"
4,15638,"Szoknya","k.kék/fekete",1,"S"
9,15638,"Szoknya","k.kék/fekete",1,"XL"
1,15638,"Szoknya","k.kék/fekete",2,"S"
6,15638,"Szoknya","s.kék/v.kék",1,"L"
8,15638,"Szoknya","s.kék/v.kék",1,"M"
8,15638,"Szoknya","s.kék/v.kék",1,"S"
6,15638,"Szoknya","s.kék/v.kék",1,"XL"
3,15639,"Ruha","antracit",1,"L"
2,15639,"Ruha","antracit",1,"M"
8,15639,"Ruha","antracit",1,"XL"
5,15639,"Ruha","bordó",1,"L"
2,15639,"Ruha","bordó",1,"M"
4,15639,"Ruha","bordó",1,"XL"
1,15639,"Ruha","bordó",2,"XL"
6,15639,"Ruha","k.kék",1,"L"
7,15639,"Ruha","k.kék",1,"M"
2,15639,"Ruha","k.kék",1,"S"
5,15639,"Ruha","k.szürke",1,"L"
3,15639,"Ruha","k.szürke",1,"M"
5,15639,"Ruha","k.szürke",1,"S"
2,15639,"Ruha","mogyoró",1,"L"
1,15639,"Ruha","mogyoró",1,"M"
2,15639,"Ruha","mogyoró",1,"S"
2,15639,"Ruha","mogyoró",1,"XS"
4,15639,"Ruha","narancs",1,"2XL"
2,15639,"Ruha","narancs",1,"3XL"
11,15639,"Ruha","narancs",1,"L"
14,15639,"Ruha","narancs",1,"M"
12,15639,"Ruha","narancs",1,"S"
10,15639,"Ruha","narancs",1,"XL"
6,15639,"Ruha","narancs",1,"XS"
5,15639,"Ruha","s.barna",1,"L"
4,15639,"Ruha","s.barna",1,"M"
5,15639,"Ruha","s.barna",1,"S"
5,15639,"Ruha","s.barna",1,"XL"
5,15639,"Ruha","s.barna",1,"XS"
1,15639,"Ruha","s.kék",1,"L"
6,15639,"Ruha","s.kék",1,"M"
10,15639,"Ruha","s.kék",1,"S"
4,15639,"Ruha","s.kék",1,"XL"
3,15639,"Ruha","v.kék",1,"L"
3,15639,"Ruha","v.kék",1,"M"
5,15639,"Ruha","v.kék",1,"S"
8,15639,"Ruha","v.kék",1,"XS"
2,15640,"Szoknya","kék/s.kék",1,"L"
1,15640,"Szoknya","kék/s.kék",1,"M"
2,15640,"Szoknya","kék/s.kék",1,"S"
2,15640,"Szoknya","kék/s.kék",1,"XS"
1,15640,"Szoknya","piros/fekete",1,"XS"
1,15640,"Szoknya","sárga/barna",1,"L"
1,15640,"Szoknya","sárga/barna",1,"S"
2,15640,"Szoknya","sárga/barna",1,"XS"
1,15641,"Szoknya","kék/s.kék",1,"L"
2,15641,"Szoknya","kék/s.kék",1,"M"
2,15641,"Szoknya","kék/s.kék",1,"S"
1,15641,"Szoknya","kék/s.kék",1,"XS"
1,15641,"Szoknya","piros/fekete",1,"XS"
1,15641,"Szoknya","sárga/barna",1,"L"
1,15641,"Szoknya","sárga/barna",1,"M"
2,15641,"Szoknya","sárga/barna",1,"S"
1,15642,"Szoknya","kék/f.kék",1,"L"
1,15642,"Szoknya","kék/f.kék",1,"M"
1,15642,"Szoknya","kék/f.kék",1,"S"
2,15642,"Szoknya","kék/f.kék",1,"XS"
1,15642,"Szoknya","piros/fekete",1,"S"
2,15642,"Szoknya","s.kék/k.kék",1,"M"
2,15642,"Szoknya","s.kék/k.kék",1,"S"
4,15642,"Szoknya","s.kék/k.kék",1,"XS"
1,15642,"Szoknya","sárga/barna",1,"L"
2,15642,"Szoknya","sárga/barna",1,"M"
1,15642,"Szoknya","sárga/barna",1,"XS"
1,15643,"Szoknya","fekete/fehér",1,"M"
2,15643,"Szoknya","kék/s.kék",1,"L"
3,15643,"Szoknya","kék/s.kék",1,"M"
3,15643,"Szoknya","kék/s.kék",1,"S"
3,15643,"Szoknya","kék/s.kék",1,"XS"
1,15643,"Szoknya","piros/fekete",1,"L"
1,15643,"Szoknya","piros/fekete",1,"M"
2,15643,"Szoknya","sárga/barna",1,"M"
1,15643,"Szoknya","sárga/barna",1,"S"
4,15644,"Szoknya","barna/narancs",1,"2XL"
4,15644,"Szoknya","barna/narancs",1,"L"
4,15644,"Szoknya","barna/narancs",1,"M"
4,15644,"Szoknya","barna/narancs",1,"S"
4,15644,"Szoknya","barna/narancs",1,"XL"
1,15644,"Szoknya","fekete/fehér",1,"M"
4,15644,"Szoknya","kék/bordó",1,"L"
4,15644,"Szoknya","kék/bordó",1,"M"
4,15644,"Szoknya","kék/bordó",1,"S"
4,15644,"Szoknya","kék/bordó",1,"XL"
2,15644,"Szoknya","kék/s.kék",1,"L"
2,15644,"Szoknya","kék/s.kék",1,"M"
2,15644,"Szoknya","kék/s.kék",1,"S"
3,15644,"Szoknya","kék/s.kék",1,"XS"
1,15644,"Szoknya","piros/fekete",1,"L"
1,15644,"Szoknya","piros/fekete",1,"M"
1,15644,"Szoknya","piros/fekete",1,"S"
4,15644,"Szoknya","s.szürke/v.szürke",1,"2XL"
4,15644,"Szoknya","s.szürke/v.szürke",1,"L"
3,15644,"Szoknya","s.szürke/v.szürke",1,"M"
4,15644,"Szoknya","s.szürke/v.szürke",1,"S"
4,15644,"Szoknya","s.szürke/v.szürke",1,"XL"
1,15644,"Szoknya","sárga/barna",1,"L"
1,15644,"Szoknya","sárga/barna",1,"S"
1,15644,"Szoknya","sárga/barna",1,"XS"
1,15645,"Szoknya","4 szín",1,"XS"
12,15655,"F.Pulóver","barna",1,"2XL"
10,15655,"F.Pulóver","barna",1,"L"
16,15655,"F.Pulóver","barna",1,"M"
